latitude,longitude,hour_of_day,day_of_week,nearby_alert_density,historical_alert_count,crowd_density,lighting_index,label
12.908191571638893,77.60935940868299,13,1,3,39,0.7670036285857076,0.8491290528124732,0
12.965367211321006,77.59870462183406,2,2,4,38,0.35297506547596896,0.3243166260295238,1
12.956677670341145,77.56657097704552,11,0,4,36,0.4383737797881568,1.0,0
12.98899351513389,77.61086071473775,0,0,4,27,0.23317672570058556,0.47617546777807684,1
12.958763697056344,77.62681099046328,18,4,3,38,0.5873511834528531,0.848279827295398,0
12.956327711720618,77.62829672788705,14,5,1,28,0.7364858109397747,0.9236291763824677,0
12.920095611611659,77.6533215355648,2,1,3,43,0.41704277294597036,0.0,1
12.88040933755421,77.61574409003256,11,3,4,37,0.5914137825423939,0.8362315280156921,0
12.969460762037398,77.55478366610534,10,4,3,34,0.44189641624220344,0.8397369842175166,0
12.963632539561644,77.61354472743307,16,4,1,45,0.4915096210007134,0.7268613337853952,0
12.927174901213604,77.62064946860953,11,6,4,35,0.40050445892205144,0.820755570968787,0
12.920185507634697,77.62268070210418,11,6,2,32,0.8580012748962302,0.8095743026895905,0
12.968053205868724,77.60788604526796,19,2,2,17,0.471520706411806,0.12124022104317964,0
12.960503198909766,77.58403829493933,12,6,4,48,0.5598864256781103,0.8330610501294663,0
12.972088974438396,77.58338141998242,19,0,6,31,0.504695795070423,0.45631974504859896,1
12.96573193817872,77.60179651332574,21,6,11,46,0.672787972750494,0.1906985528056156,1
13.002157975743737,77.57202516612507,20,0,8,23,1.0,0.40360615067121736,1
12.93974325596775,77.64849108939652,22,0,10,52,1.0,0.0,1
12.967200945626391,77.66360973087927,16,0,3,28,0.5660063540088857,0.8190707143606607,0
12.980049348484744,77.60978667542916,13,0,8,46,0.693378614300352,0.8943393892344982,1
12.949720580660783,77.65215041284816,12,3,4,42,0.8023529192994617,0.7451136063497419,0
12.958585402181404,77.63983548584525,4,4,4,43,0.8612050760156311,0.2960226560611648,1
12.911806479979512,77.65869798511855,19,5,9,28,0.7373176379805588,0.0,1
12.950297237849481,77.66151707268583,16,0,6,38,0.831411330217628,1.0,0
12.929308624906767,77.64352330341558,20,2,9,43,0.6927321423883784,0.5911433899010935,1
12.954478096084545,77.5834276029285,16,0,7,45,0.48435994772693247,0.8325982944680823,1
12.892636609160284,77.62039535656125,11,1,6,33,0.8301688600989856,0.8957113306448214,1
12.984437647769626,77.56847325438072,7,5,4,25,0.6380400356890792,0.7486089980700038,0
13.01542446457185,77.562543253373,23,4,5,47,0.6772866869232985,0.4141999483179567,1
12.937475991306806,77.6369250322179,17,1,3,34,0.3394327557002055,0.909596033825569,0
13.008487334143513,77.55489303925282,20,2,13,47,0.45663483101722,0.29048645201916584,1
13.010618869653735,77.5907778758044,14,6,3,35,0.5336090372905673,0.8493804793610746,0
12.979418207702803,77.52219660229643,12,4,3,33,0.7159910186813749,0.8752449519104183,0
13.004251332916326,77.60376179789544,0,1,3,44,0.9696849227563059,0.5818047446542244,1
12.941288710456277,77.62009050834827,1,6,0,38,0.7663523681567986,0.48629108771186236,1
12.990074537669233,77.57841160874673,16,1,4,37,0.5740075924886555,0.6997128184561404,0
12.935766534901658,77.65365573389423,5,2,3,34,0.4128835407867493,0.33957271903814373,1
12.939601013318313,77.60060586874883,1,4,4,46,0.8599820162954315,0.3481949447626117,1
13.0329981243455,77.59818687404187,18,3,1,27,0.6742320519519927,0.7499605659819354,0
12.957967708949392,77.56976524375698,14,0,3,36,0.0,0.7655360638985083,0
13.01222800329557,77.64254753179195,2,5,1,44,0.8189063361875151,0.26761128408980783,1
12.934550513521652,77.64624220396978,11,1,5,29,0.6851766303095892,0.7919200845649579,0
13.025361071307984,77.57348404984972,11,4,5,49,0.18052074658258455,0.8161257353648662,0
12.934133942620177,77.65300158665251,0,2,3,40,0.7348184313904506,0.3422795002319329,1
12.93458512335479,77.6011273022802,14,5,2,28,0.6272960146203668,0.8830639248946146,0
12.95991941333556,77.58882770242461,9,6,9,24,0.34716143279501377,0.8723485607250918,1
12.973982478587326,77.62348500792805,21,5,8,32,1.0,0.4914641402688664,1
12.977959973888282,77.5572587963821,2,6,5,37,0.6980344432831227,0.21063163134141205,1
12.955914829821698,77.60580915549917,20,3,7,25,0.5133483269667181,0.146284995109733,1
13.002299111682802,77.5799435231969,0,0,4,29,0.453497819264605,0.10663427147968346,1
12.992598022678857,77.60868451633644,18,3,1,27,0.5717880860378594,0.7365410776089295,0
13.050793281392297,77.53764089160555,18,3,7,19,0.5783115397360449,0.9565208511788923,0
12.969805384601768,77.62679262114064,9,5,9,36,0.7252681658013866,0.9384064732846286,1
13.002504643033932,77.58341058513702,6,1,4,41,0.5621001369463727,0.885511417824478,0
12.967687553383847,77.58565981080176,3,4,2,41,0.5272382037834531,0.3305778565620148,1
12.940385752830698,77.6000599122608,8,3,1,35,0.6415675704541961,0.7639459878839375,0
12.908772718567095,77.60274295925066,16,4,1,20,0.5225754878331021,0.982212559767825,0
12.926258548162643,77.63257044694907,17,2,6,33,0.5866737233808903,0.7672114340730982,1
12.975810693415786,77.57235336170437,4,2,9,32,0.8861661008076076,0.27978164657464394,1
13.036520076619198,77.58410568667306,0,1,5,31,0.5130598886466582,0.3327001191465485,1
12.976039655553526,77.5813406790606,13,5,3,32,0.574735283877599,0.7794369306983083,0
12.99927440722386,77.57033932388303,13,0,5,48,0.4472816948145467,0.9578762025709802,0
13.017614582204057,77.5587438170728,23,1,8,47,0.8210365577197013,0.38761248971849593,1
13.037348026789294,77.57603414383513,18,2,4,47,0.26209029758688945,0.8073095455729736,0
12.9704191556539,77.58905293476138,13,1,7,31,0.4338954177214438,1.0,1
12.983004454213036,77.62518420236665,14,6,5,38,0.7427582482280123,0.7770671153931403,0
12.995092075941717,77.58322414923671,15,2,4,36,0.5699222204279984,0.8470697973822006,0
12.989470763316046,77.59094842903234,10,1,8,21,0.7765611013895871,0.9013228556346048,1
12.98059894300622,77.56309809382822,16,1,5,33,0.5613716473248793,0.8423543850505311,0
12.981820493431162,77.60361555968848,4,1,5,38,0.46557388953972034,0.30353355695538375,1
12.951588951452358,77.62602188957845,19,4,1,34,0.5755361788605794,0.21338715145399034,0
12.998117585332393,77.57871299172209,20,3,7,33,0.3416650577193142,0.22026564835219148,1
12.99658045393747,77.56538549388056,10,1,5,32,0.43484891289260996,0.6690130148686998,1
12.985353843702356,77.57678783405984,10,6,6,38,0.7825102215735209,0.6187154205216598,1
12.974522549427512,77.61011626208074,11,4,3,19,0.5482463511841944,0.8542343856505936,0
12.973843343345202,77.56514355622559,19,2,1,39,0.5939536400156825,0.39801732900514813,0
12.966292797833715,77.57937932192746,4,3,5,31,0.6249229752451863,0.16832903918271838,1
12.925949572321144,77.63864081450194,8,4,3,41,0.28631415579178265,0.9786688288952241,0
12.895726346471829,77.59239733597083,14,1,6,25,0.28825314987869427,0.8659987166683479,1
12.956406544095595,77.59290562605611,16,5,6,42,0.6763179590905003,0.8898693079479233,1
12.999392068883932,77.56262222376976,7,1,6,23,0.5179195150314919,0.8694377096093228,0
12.986392624099732,77.5910869439172,2,0,2,47,0.5559691280530086,0.008629570933079034,1
13.05199543868659,77.54020712254284,12,3,6,39,0.7230576248143694,0.7511656231164859,1
12.928135126163449,77.61236502314705,15,6,4,30,0.4130706079046118,0.7968175148345902,0
12.996376940346856,77.56127912365162,18,5,4,40,0.4866481156048106,0.9184923722153195,0
12.93757328339448,77.61663404105956,0,2,0,44,0.5294771629412309,0.2648143379230949,1
12.991344947059668,77.59763762966578,0,2,3,37,0.6673177990612426,0.34606901241537347,1
12.993465739493796,77.55606842231153,9,4,2,48,0.5281087661601229,0.8443587062334869,0
12.992180768057358,77.59885672600016,13,1,6,26,0.4734313695540824,0.8101511015658533,1
12.992743785404828,77.60436409279467,0,5,7,31,0.9387124043901376,0.1688471719263859,1
13.01237278647676,77.55315772958717,4,2,2,30,0.6079880285864214,0.31018547352149467,1
12.963905434739903,77.57119022986736,10,1,6,41,0.7309495697357102,0.983301763491372,0
12.910692164010618,77.6269803063721,6,0,2,24,0.23813524840519879,0.8097662099239233,0
13.034824717276544,77.59359442948995,17,4,3,25,0.3423736438510488,0.8278648881122711,0
12.943238565661577,77.61249235142166,0,0,0,23,0.7171404636190297,0.29731322543143673,1
12.919956081379254,77.6398467739544,21,5,11,44,0.5518142590081995,0.2714811288060447,1
12.968191806855302,77.59543708951566,4,6,1,34,0.5227356687477708,0.2481647890200863,1
13.005064733456033,77.59913133032897,10,0,4,38,0.4099132382758581,0.9422213012732983,0
12.986314667205603,77.62041782905278,23,0,12,42,0.794854688162479,0.2722748175846317,1
12.977634732102823,77.57323958609184,15,6,1,22,0.7308809694530894,0.8707864358502871,0
12.91838101722659,77.61925434757967,23,0,5,24,0.5869589750483304,0.42365756755283424,1
12.940659115097267,77.6346321181936,0,2,3,45,0.6491653825520768,0.4970267942618072,1
12.969603308390091,77.59099099945746,17,6,3,22,0.5390076167338821,0.7662609392211008,0
13.016237183652734,77.60290614211956,1,0,6,40,0.4632278316818587,0.35260098466164624,1
12.947009852052808,77.59616940156354,14,4,6,27,0.49624133919764235,0.9486392461537874,0
12.942342573525426,77.61638714734974,7,2,5,23,0.752883343187086,0.7890281683025243,0
13.026631672387548,77.56010769827851,18,3,4,44,0.521079786508815,0.7791226216675355,0
13.014536370942984,77.54503928829602,2,6,7,44,0.6114807644172683,0.4199994971042706,1
13.007582234795231,77.58043118256187,21,4,4,36,0.5140932062000614,0.32310568915079246,1
13.00288232794868,77.55289977594721,11,2,3,35,0.7879353231961792,0.9247217395113321,0
12.91850297694457,77.64646296504375,12,6,8,28,0.4699692731488515,0.8676629892358272,1
12.970160028151204,77.56874129891997,13,4,4,52,0.9054179826756525,0.8075618608356093,0
13.029994117057608,77.57184482897947,0,0,1,31,0.4853109624036567,0.45426599651269184,1
13.002419429867997,77.59230447516995,7,2,4,43,0.4855423124924764,0.843287563836982,0
12.98700392021303,77.52625505870752,17,1,6,36,1.0,0.9036802484214952,0
12.925355058224692,77.66486531087584,23,4,5,35,0.3866922108548171,0.17871802744708104,1
12.97561700594552,77.58609429605603,23,6,6,33,0.5925264366984917,0.23442894952113055,1
12.927729720056384,77.62732190764324,12,0,4,41,0.8023341568708278,0.8928320555625842,0
12.944906065661263,77.63592898451033,6,5,3,36,0.2913079023393485,0.6854318606839751,0
13.01525687521498,77.5838225811223,11,6,5,38,0.6516389929319854,0.9570984353368208,0
12.952979663608094,77.62997767876519,11,6,3,46,0.29219553234204676,0.8459696928950612,0
13.0000711894453,77.61454769167413,9,4,2,31,0.6073265422415773,0.6245406529091164,0
12.991517174487448,77.60498141425843,8,2,3,35,1.0,0.8635196606638952,0
12.98611521871704,77.60451762280064,20,1,10,34,0.12977284025260993,0.6127331897234758,1
12.986729311068475,77.5797465508571,9,6,2,22,0.5848931008865099,0.7666144739144506,0
12.970084570470805,77.63389271039766,0,2,3,46,0.5090380584801056,0.004016394898526454,1
12.926176492855213,77.64252157680475,17,2,6,38,0.39854100138726034,0.9169600992446163,0
12.912433465460781,77.58838499748464,15,5,3,41,0.2940039625002012,0.8373638007313716,0
12.92636616411654,77.67672205356776,9,5,7,45,0.8198008446516752,0.8543568965726469,1
12.995309741327619,77.55781311783045,15,5,4,27,0.6395500326290198,0.871366663270915,0
12.958163045204776,77.62451088030403,22,6,8,41,0.22822631939052174,0.568287739833423,1
12.9652842102769,77.59513586886239,22,6,5,28,0.41169975499926514,0.17000926992381743,1
12.995169017006367,77.61582180515205,18,1,2,42,0.4902367889744144,0.8535584217989525,0
12.975584760824985,77.58083042178268,14,1,5,24,0.2857413347937698,0.9946778206411853,0
13.054236181521109,77.58181489086179,0,1,5,43,0.6175347358900136,0.3411358652354194,1
13.008210163720392,77.56423618909211,12,4,7,27,0.6510154532148165,0.8969404907159939,1
12.965798684521255,77.6261800622318,19,4,4,34,0.6481718455083881,0.18532447379652228,1
12.935282657653097,77.63327336334834,20,6,8,29,1.0,0.47263130706790124,1
12.976729839568872,77.61331885282603,18,5,2,41,0.4118388648909973,0.9223483757324615,0
12.980305079143422,77.55131846257053,23,5,2,32,0.5054036365819378,0.37156376974316674,1
13.013134226517181,77.59288854640423,12,0,1,36,0.4945871866329481,0.8075791594490251,0
12.95469359070045,77.60281103270117,2,4,4,25,0.7709252795158599,0.18100020602326655,1
12.952380921163554,77.62897229812879,11,5,5,32,0.7490327836103681,0.8123552843311753,0
13.008955011952281,77.58852314427436,7,6,4,30,0.3738583382877446,0.8718889712636965,0
12.903778045148588,77.61718191509725,20,2,7,36,0.8890331713981023,0.2795308819468218,1
13.020213975641894,77.57027574210069,18,5,3,23,0.4183990244046095,0.8605498447491723,0
12.960552471216078,77.6481245352883,10,2,3,36,0.7707790172952023,0.7992235902335806,0
12.954456471924452,77.5490262199311,9,1,4,25,0.7587148675894037,0.7538642160007445,0
12.971421322642161,77.60638701003276,3,2,3,34,0.679598198910838,0.46316355005328713,1
12.937092914759846,77.58792230348013,1,1,4,28,0.5341234301227102,0.07360340638955015,1
12.946423870806314,77.57635363750893,7,6,5,29,0.5378118579252219,0.8901143536814854,0
13.025760591552345,77.57603088448552,5,1,9,33,0.6962529068065464,0.11533433127139867,1
12.995471669879851,77.59384902593617,6,0,6,36,0.7052679257736763,0.8983926317787861,1
12.982623940501238,77.59008287662968,23,4,13,34,0.7419106051039221,0.398562683275432,1
12.939789207289168,77.62179773938186,16,4,5,16,0.7419868962631113,0.8297840768109527,0
12.92475175137138,77.64201481927522,13,3,8,52,0.6684865381964086,0.6349671720702629,1
12.925783566844489,77.64186135796892,4,1,4,31,0.8826697495633753,0.12664262061650747,1
12.949986520513498,77.62275257459014,20,3,8,32,0.47995720898591543,0.35076076517975124,1
12.981565332821313,77.55543838896024,15,6,1,32,0.6084923364552479,0.9646153212249353,0
12.986692695746363,77.55659531937755,12,0,2,34,0.4883529367749959,0.8203348871531576,0
13.007881599842976,77.58605706697736,11,5,3,30,1.0,0.9173072231957381,0
12.954588195814964,77.62365706372574,13,0,8,43,0.7528609359327301,0.9668809249696283,1
12.996363206029798,77.57367635560539,20,1,8,42,0.8026731389994729,0.46633430272578524,1
12.991498765592768,77.53560274328981,17,6,6,47,0.6892714611442907,0.8560402832580827,1
12.953947539338394,77.64113662904192,11,2,4,34,0.5887099043834706,0.8531388254222549,0
12.989117154130591,77.55836443155471,16,3,2,39,1.0,1.0,0
12.971724186938136,77.63110775511312,22,2,9,42,0.8430999730159447,0.3362799518340487,1
12.982124579491606,77.59409413814139,7,4,7,36,0.5358506680482159,0.7648615308608719,1
12.961769576215834,77.59832151046292,21,2,6,31,0.5455952467745231,0.3228335747795864,1
12.991670277863625,77.56839725238974,14,3,4,30,0.64439830980759,0.812887516079289,0
13.045064929095892,77.56588611707562,4,5,1,35,0.4918347629506424,0.17565794036873372,1
12.98342641457705,77.60219485751256,23,3,8,32,0.5304751520487124,0.3615649307271658,1
12.914879669411835,77.64928319996841,16,3,7,36,0.29605573007723557,0.8076017043580785,1
12.92475523040915,77.59791096370675,9,5,1,37,0.12092008844353114,0.8529066545999358,0
13.020423624104474,77.58069595897412,5,2,6,36,0.995384507779773,0.32944241563024756,1
13.025852888352311,77.58993047549987,21,5,6,30,0.4987402367183469,0.43270692227923224,1
13.00338568816551,77.56557245872087,19,5,6,28,0.5391998876340056,0.43648213122076224,1
12.936093165619269,77.62175106014213,1,6,5,28,0.6138073237535921,0.3519383553188663,1
12.950367060652882,77.6328689873797,15,3,7,29,0.7391987447076059,0.8105397582785058,1
12.937835968540217,77.63139634155779,2,3,2,39,0.7551799323302497,0.27167422217782844,1
12.978929902813231,77.58094705214734,7,0,7,34,0.8058236244215308,0.9678645309221141,1
12.955340519507196,77.60582561052803,13,0,3,18,0.714976610543858,0.9176311439205371,0
12.939902398863033,77.60486055388769,5,0,5,42,0.5464052427421937,0.3443018774162237,1
12.995909648329954,77.6144053299541,12,4,4,30,0.8529214957839747,0.9270061311022144,0
13.037119648483241,77.5926356632438,10,2,4,26,0.5642874293965141,0.6922152092717266,0
12.95079058841543,77.62822165787381,13,2,3,39,0.8063265628402592,0.781796430573745,0
12.940945815220728,77.594616893869,19,4,3,44,0.292034058437164,0.5606062512417485,0
12.950176277719649,77.62220508588,3,2,3,50,0.8602765958500056,0.3831541489489097,1
12.921864982995864,77.6283881175388,19,0,5,42,0.4216915041207513,0.048050307013930094,1
13.001735380794836,77.54640799524427,5,3,3,38,0.3099949398880752,0.5578573376405591,0
12.91871738557321,77.61729723872845,0,3,5,38,0.3401857120502617,0.34861875114753094,1
12.910225147785846,77.59631261224882,10,0,3,29,0.6405716682118286,0.8135351061039356,0
12.978270980232725,77.60674584449973,7,1,3,39,1.0,0.7811903454428324,0
12.975310266131695,77.59791910629804,4,1,6,42,0.5607851234953749,0.19194093102648524,1
12.94895304969018,77.59158433670372,10,4,1,32,0.5775378076267387,0.8582938549456662,0
13.015722236617849,77.57632929723164,20,1,9,36,0.7536839819972162,0.2947184213101959,1
13.009652885426476,77.5681698210522,14,0,4,39,0.48484009082756774,0.8834876019904,0
12.946332333313551,77.63482828565509,17,1,3,49,0.5700752743750235,0.9160434574827996,0
12.93434633807545,77.61666935132489,3,3,4,30,0.5302927015034322,0.4955469984695321,1
12.943457827904448,77.60847041198514,1,5,5,32,0.9934542042641681,0.5404185350502368,1
12.957077111946273,77.57918310747084,8,0,3,52,0.6151250029312288,0.9091795638253399,0
12.978994118512784,77.58383659566903,18,6,1,35,0.7497291310915226,0.8088590579316329,0
12.94856835370572,77.62487650193162,21,2,5,27,0.4575582567215452,0.0,1
12.958206371438557,77.5975591693085,2,2,4,44,0.37220827074821194,0.4161132692590259,1
12.972636641979857,77.59078560244384,11,0,4,40,0.732778342805533,0.8347582376051648,0
12.959127949807414,77.58613360902007,9,1,5,26,0.6505667924713741,0.8486189326002294,0
12.961069866069678,77.5875719346399,17,3,2,31,0.80601622380658,0.93054738122255,0
12.912701412897958,77.67465449571013,4,4,7,33,0.4226460815576579,0.03685518407595556,1
13.030115498503331,77.55388549697004,11,5,2,21,0.5815129299934022,0.9244492093111412,0
13.026113703494401,77.55814055982907,20,3,8,28,0.3423383849167956,0.3642074773156582,1
12.945948677084546,77.69037708216736,11,0,0,38,0.5011134854602796,0.9419856854706364,0
12.974643919038876,77.63292026604921,18,2,2,27,0.3109270350476306,0.9118802225094877,0
12.967815086068633,77.56700038668193,14,5,1,31,0.5431271860808699,0.7855024561346643,0
13.032235248302213,77.61145374407954,14,4,4,25,0.8615684886332093,0.8213603110613057,0
12.930649411692736,77.60629922221598,6,4,3,43,0.4283683628758844,0.7820236415361533,0
12.940303867035121,77.6426812301561,23,3,8,38,0.42585333279011095,0.6056702974791203,1
12.963644441721197,77.59038075441259,5,3,3,32,0.5666056294077354,0.27067808231070156,1
12.942646511201206,77.61570408301021,22,6,5,32,0.5631800390514539,0.34358609406554286,1
12.988312298557725,77.62678329937656,23,4,12,26,0.7540143038049002,0.18407685064422857,1
12.969321672138939,77.60592802705318,12,4,7,41,0.3401971852000069,0.8859189860570755,1
13.040334396942352,77.58875978874899,20,2,5,33,0.0992398617486554,0.34613240395494205,1
12.93998298569267,77.63319839359039,17,3,6,27,0.6127030502072053,0.7613435708894358,1
12.940609707722205,77.61561110952414,17,4,3,32,0.9381336248987318,0.8332177840087479,0
12.986620046109724,77.58152708840517,1,6,3,32,0.5612242212023768,0.4516637685659362,1
13.013169981491007,77.59348430785369,3,5,10,30,0.6791979856700443,0.4039823836950535,1
13.002119455583813,77.57199476087035,1,4,7,42,0.5840909878273102,0.3818161858710675,1
12.923035205413255,77.66053285208693,0,5,8,33,0.7491070998062271,0.20131782215519528,1
12.989270511837033,77.58630974406404,20,0,5,27,0.5411236768445902,0.26614974721771845,1
12.988635267595134,77.62873965099543,4,1,6,18,0.5852629832269282,0.1158705310059206,1
12.99953045499642,77.57432973062035,0,1,3,26,0.9276319974479232,0.22502874641065346,1
12.975660291584374,77.57204474257935,22,4,4,20,0.8288141624025309,0.3640364701102987,1
12.921235570805349,77.5994752242881,6,5,4,38,0.46165007262850977,0.8719911829055131,0
13.003768643210476,77.56749855608382,19,1,0,24,0.4668719374632347,0.3993983695863107,0
12.94613334065233,77.62892372970683,23,1,7,28,0.4807911777131344,0.5206867587735108,1
13.015895930434505,77.56097829757466,12,3,5,41,0.3752298000151247,0.7967952652962104,0
12.985132291035532,77.60135354037409,22,6,6,36,0.48953566316021224,0.019961187113973766,1
12.991902793867252,77.5697261498071,23,0,5,24,0.5757009963425085,0.26055347903965004,1
12.942008808870032,77.63997383782197,3,6,3,38,0.4453157337296533,0.5211998805910518,1
12.987278810717788,77.58256224762131,3,1,2,38,0.7022892597583579,0.5162906839647501,1
12.92280714033972,77.62784306575169,8,1,3,40,0.2652868763353548,0.7506429274018798,0
12.986445820509994,77.54195574217395,13,4,8,35,0.36401753958241284,0.9295492032706676,1
12.947832222908035,77.63041445477363,18,5,1,33,0.7318245603378235,0.9590202575522038,0
12.992884189777161,77.59176218002858,4,6,4,36,0.9801844305122143,0.4680534226970089,1
12.948972234019578,77.6228822709261,4,0,7,34,0.650574444450519,0.18311095001456415,1
13.024333307399562,77.56244958302601,7,0,2,36,0.43315707149167093,0.8384123288245607,0
13.005586261320486,77.55953176687869,6,3,5,45,0.3773774898060547,0.8724687277850995,0
12.950736153977303,77.65538116096,22,3,7,31,0.5249502679802731,0.46790850681391594,1
12.89997421190715,77.65222088640772,9,1,6,14,0.8533149343442084,0.724402021864494,0
12.952461750360907,77.63338786807155,20,4,6,33,0.7028452067472273,0.004474650610611974,1
13.0083423966001,77.56714999691138,1,1,2,25,0.35259318930253836,0.4256522286158321,1
12.947742192002984,77.63688235970027,2,6,4,41,0.6724692007050345,0.2978415381595099,1
12.942800465980973,77.62597593963538,19,1,8,41,0.8869431917954654,0.3954816885414802,1
12.985058896909262,77.56549554163354,5,4,3,38,0.8361654638971057,0.26765920267220217,1
12.94163920449218,77.60136211843013,1,3,1,43,0.8661104081955816,0.3749006132956656,1
12.99055891667634,77.56047684506109,14,0,1,22,0.7600542659348054,0.8016574203201504,0
12.98289834562546,77.59964528528006,3,4,3,34,0.3435565955269141,0.21836260184571618,1
12.985401828303509,77.59868441851243,1,1,3,36,0.4385251861465133,0.18621201903704315,1
12.977441154452363,77.58135872042516,9,3,2,21,0.9479098867391309,0.8349924183334285,0
12.985178012650636,77.55691726085048,13,4,4,21,0.5319800853867162,0.9765272075038768,0
12.990335286281182,77.58350272705754,12,0,6,35,0.22069405686515764,0.8130881985571351,1
12.997653898794663,77.55117377014099,14,1,7,25,0.7212746094628464,0.7392312005282606,1
12.907958983382947,77.61304866696757,0,2,4,28,0.8124136176772463,0.45547292261607286,1
12.906758964677197,77.61392149881708,6,6,3,31,0.5839198512579656,0.798687742636858,0
12.95516329407185,77.57315896455253,8,1,3,43,0.7099523602823944,0.8742930218390653,0
12.973325076724501,77.61491324566771,7,6,2,40,0.43436272048403557,0.8660807536619763,0
12.94798811320493,77.5752189504762,13,3,6,34,0.5071386607878123,0.8648975848647613,1
12.969283929800564,77.58062167325187,5,6,3,41,0.23822185517236777,0.48492723958959627,0
12.956371056322837,77.64960815420973,15,5,8,38,0.38529062062739616,0.8701827073747165,1
12.978764405251729,77.55788834596292,22,2,9,24,0.8873417356454651,0.2672950378656094,1
13.000671084831788,77.56553714629723,15,3,8,40,0.0,0.8216183718106059,1
12.955695134675015,77.60425941998167,9,5,2,41,0.5225298712025562,0.8930325045581763,0
12.996434632192724,77.58595902415246,10,0,4,33,0.4932489078048877,0.8856808835998399,0
12.993326606182832,77.58623472488382,14,4,5,32,0.7188961860684184,0.8178839270412841,0
13.028069916286128,77.58407891808247,17,3,7,43,0.17333064947720217,0.9253742785235876,1
12.929075958420569,77.63525059656388,7,0,3,37,0.4473095428953169,0.8336292708574562,0
12.993689900504112,77.59607178222039,0,6,4,40,0.4823128060630269,0.16673272863793911,1
13.013379307822543,77.55881246666124,16,1,10,14,0.6810497683761689,0.7439084689284027,1
12.964743106941803,77.57830061386667,15,6,2,49,0.5980690763073379,0.9230874636252981,0
12.94479381061195,77.65029811053523,2,1,6,30,0.2687944803254366,0.3974265313600003,1
12.978008990276921,77.60989608543453,15,3,7,44,0.532245979831678,0.9040332818946603,1
13.025217656420049,77.55543391545599,1,2,3,39,0.4445136641629015,0.5133242849946814,1
12.9242330892427,77.62529663536446,15,6,6,26,0.6927009012716021,0.8828018670542077,1
12.972424121335633,77.5885976981403,17,6,1,40,0.5507702766985988,0.9422080253227751,0
12.970369686407908,77.57203578588589,0,5,4,41,0.9497152998779635,0.28595748895366074,1
12.949282962832795,77.62805302753242,17,5,6,36,0.4672131978277272,0.8433831228753695,1
12.914696416111116,77.61619014671521,2,5,3,27,0.4864257933093258,0.0,1
13.025139540964757,77.55024926667409,6,2,5,44,0.49358511740053784,0.7971356129786175,0
12.980926575443409,77.56501734891717,16,6,5,39,0.5613982240178603,0.7237544296006568,1
12.978461498527341,77.53802392999589,8,3,2,25,0.7683575136776597,0.8564420491670494,0
12.95936525650961,77.6170714774461,23,2,5,18,0.5115591447815937,0.21437953213900052,1
13.049481861615954,77.5675981005915,22,1,9,33,0.5209077560655277,0.2688729603669644,1
12.99163667939099,77.57709398379676,23,4,5,30,0.6714064716974653,0.49143960884176807,1
13.00013969534453,77.60761478855315,2,1,8,45,0.410729666556634,0.3126484369200134,1
12.973307427632053,77.59328906916434,4,4,5,33,0.7261424384574531,0.6182273418223116,1
12.90196990160523,77.63603770621197,4,0,3,29,0.5244130765452794,0.39436229512434035,1
12.967917590976649,77.56564178419625,14,4,2,47,0.41943875552534376,0.8262701322927698,0
12.976701640877355,77.57885764729586,10,4,3,38,0.23217039419311736,0.8515762414279754,0
12.9233604238454,77.62678235142278,17,3,2,24,0.3795848541181862,0.8267902805984552,0
12.953308474433454,77.56934650975964,6,4,2,32,0.5586760701905802,0.7385946132350626,0
13.003545066320626,77.58008877041273,4,6,1,26,0.5815231039651835,0.47808001581671833,1
13.017111705757225,77.55055701586974,15,5,7,29,0.5431621494048535,0.864240858342316,1
12.975744849064757,77.58766465053067,14,3,3,39,0.30402786264437615,0.8814866704908964,0
12.995822447594392,77.56253088507516,16,6,5,26,0.5576366998175873,0.8860972087831779,0
12.965397413662407,77.6457506703262,7,6,5,39,0.28939241845830066,0.8993164374645266,0
12.983294232395572,77.54684753622823,12,1,5,36,0.346019495807684,0.8622795881066451,0
12.9889952237433,77.58104460598543,22,2,6,30,0.8170223438606765,0.305924444906681,1
12.995105384769019,77.57691869893696,14,5,4,34,0.5729702091909595,0.9712229845217027,0
13.015715875196998,77.59270994186853,22,3,7,40,0.6843963220621454,0.29248940013838026,1
13.026746550144058,77.6026321781663,10,0,1,25,0.8800483148801905,0.7781832875782717,0
12.950025635339701,77.62532732327361,1,3,6,23,0.5821172111722406,0.25959108014622995,1
13.022983192044277,77.60605491261573,18,2,3,38,0.7857299681137643,1.0,0
12.91216812933184,77.61870670900349,11,5,5,28,0.6710276256676471,0.8370048097664993,0
12.993873194134826,77.61657535244726,1,3,3,37,0.44967663900337085,0.21628341482409863,1
12.987746137707303,77.55045638006081,3,0,3,34,0.5646225173091818,0.4688116439024771,1
12.976790835311432,77.60300401013727,7,0,7,32,0.44321738205727607,0.8860804600469168,1
12.976764923739944,77.54776613918287,4,2,1,40,0.7157351725789101,0.535373738566575,1
12.944902451177391,77.60206817976693,16,1,7,31,0.792862705105091,0.860668265168627,1
12.978339133521205,77.60393353596162,14,6,3,38,0.3199740236144091,1.0,0
12.987923800429504,77.54305122295598,7,1,5,40,0.4175470129287816,0.7243064063269201,1
12.908202651754086,77.63303899221579,2,4,5,32,0.5218390946530499,0.48353950044601157,1
